scope,n_events,d10_d1_-30_-1,d10_d1_0_1,d10_d1_2_60,t_-30_-1,t_0_1,t_2_60,ct_alpha_annual,ct_t_nw,ct_p_one_sided,ct_alpha_h1_annual,ct_t_h1,ct_alpha_h2_annual,ct_t_h2,long_only_d10_alpha_annual,long_only_t,legibility,verdict
ALL,136822,0.041634162235662096,0.029255973672221727,0.0045996588766734695,21.502077917928595,28.919060743731453,1.8222334161410296,0.027433033362662337,1.4241176369444568,0.0772062108644247,0.007453834390709884,0.2557733326424386,0.053679718178086006,2.131942962919975,-0.07886435416907592,-3.1082279457315685,PASS,fail
Asia,18635,0.02931335459082607,0.015786128808076637,0.02318068086426734,5.296247144720604,7.739420398193157,3.3748130517457615,,,,,,,,,,,
Europe,10822,0.03333366469810688,0.023039562464326868,0.001429206616733807,5.528366941028403,6.864368448344294,0.16021459562273468,,,,,,,,,,,
America,107365,0.04397206636610043,0.03137560752111434,0.0030031242834167825,20.152545736832703,26.95835914568805,1.0565291142917423,,,,,,,,,,,
1997-2004,52378,0.06119611631690075,0.023373249378864817,-8.871761136286516e-07,16.520548939028057,13.27063380416602,-0.00018940808876618986,,,,,,,,,,,
2005-2012,84444,0.02920122929764923,0.032928119551401194,0.007426330501366551,13.823070652404054,26.988139089295288,2.5854574188731627,,,,,,,,,,,
